enter,EXIT,1,2,3,4,5
Sg. Besi Toll,GURUN Toll,49.69,90.9,121.1,25.01,37.31
Sg. Besi Toll,PENDANG Toll,51.9,94.9,126.4,26.07,38.95
Sg. Besi Toll,Alor Setar Selatan Toll,53.54,97.9,130.4,26.89,40.63
Sg. Besi Toll,Alor Setar Utara Toll,54.2,99,131.9,27.22,40.67
Sg. Besi Toll,Hutan Kampung Toll,54.86,100.3,133.6,27.55,41.43
Sg. Besi Toll,BANDAR CASSIA Toll,49.39,110.1,176.2,30.37,58.93
SG. BULOH HOSPITAL Toll,SG. BULOH Toll,0.57,1,1.4,0.25,0.41
SG. BULOH HOSPITAL Toll,RAWANG SELATAN Toll,0.9,1.6,2.2,0.41,0.66
SG. BULOH HOSPITAL Toll,KOTA DAMANSARA Toll,1.31,2.3,3.1,0.66,0.98
SG. BULOH HOSPITAL Toll,RAWANG Toll,1.31,2.4,3.3,0.66,0.98
SG. BULOH HOSPITAL Toll,DAMANSARA Toll,1.64,3.1,4.1,0.82,1.23
SG. BULOH HOSPITAL Toll,Jalan Duta Toll,1.8,3.4,4.5,0.9,1.39
SG. BULOH HOSPITAL Toll,SUBANG Toll,1.89,3.5,4.6,0.98,1.39
SG. BULOH HOSPITAL Toll,SUNGAI BUAYA Toll,2.46,4.5,6,1.23,1.8
SG. BULOH HOSPITAL Toll,Shah Alam Toll,2.46,4.5,6,1.23,1.89
SG. BULOH HOSPITAL Toll,Seafield Toll,3.12,5.7,7.5,1.56,2.3
SG. BULOH HOSPITAL Toll,BUKIT BERUNTUNG Toll,3.12,5.7,7.6,1.56,2.38
SG. BULOH HOSPITAL Toll,Setia Alam Toll,3.36,6.1,8.2,1.64,2.54
SG. BULOH HOSPITAL Toll,USJ Toll,3.53,6.4,8.5,1.72,2.62
SG. BULOH HOSPITAL Toll,Bukit Raja Toll,3.53,6.4,8.6,1.72,2.62
SG. BULOH HOSPITAL Toll,PUTRA HEIGHTS Toll,4.02,7.4,9.8,1.97,3.03
SG. BULOH HOSPITAL Toll,BUKIT TAGAR Toll,4.1,7.5,10.1,2.05,3.12
SG. BULOH HOSPITAL Toll,Bandar Saujana Putra Toll,4.35,7.9,10.5,2.13,3.28
SG. BULOH HOSPITAL Toll,LEMBAH BERINGIN Toll,5.17,9.5,12.6,2.62,3.85
SG. BULOH HOSPITAL Toll,BANDAR GAMUDA COVE Toll,5.41,9.8,13.1,2.71,4.02
SG. BULOH HOSPITAL Toll,Putra Jaya Toll,5.9,10.8,14.3,2.95,4.43
SG. BULOH HOSPITAL Toll,Tg. Malim Toll,6.31,11.5,15.4,3.12,4.76
SG. BULOH HOSPITAL Toll,BANDAR SERENIA Toll,6.56,12.1,16.1,3.28,4.92
SG. BULOH HOSPITAL Toll,KLIA Toll,7.22,12.9,17,3.77,5.41
SG. BULOH HOSPITAL Toll,BEHRANG Toll,7.54,13.8,18.4,3.77,5.66
SG. BULOH HOSPITAL Toll,Nilai Toll,8.36,15.4,20.5,4.26,6.23
SG. BULOH HOSPITAL Toll,Putera Mahkota Toll,8.45,15.5,20.6,4.26,6.31
SG. BULOH HOSPITAL Toll,SOUTHVILLE CITY Toll,8.86,16.2,21.5,4.43,6.64
SG. BULOH HOSPITAL Toll,BANGI Toll,9.18,16.9,22.5,4.67,6.89
SG. BULOH HOSPITAL Toll,SLIM RIVER Toll,9.27,16.9,22.6,4.59,6.97
SG. BULOH HOSPITAL Toll,KAJANG Toll,9.92,18.1,24.1,5,7.38
SG. BULOH HOSPITAL Toll,Bandar Ainsdale Toll,10.09,18.6,24.7,5.08,7.54
SG. BULOH HOSPITAL Toll,UPM Toll,10.09,18.6,24.7,5.08,7.54
SG. BULOH HOSPITAL Toll,SEREMBAN Toll,10.41,19.1,25.3,5.25,7.79
SG. BULOH HOSPITAL Toll,Sg. Besi Toll,10.58,19.5,25.9,5.33,7.95
SG. BULOH HOSPITAL Toll,Port Dickson Toll,10.82,19.9,26.4,5.49,8.12
SG. BULOH HOSPITAL Toll,Senawang Toll,11.32,20.7,27.5,5.66,8.45
SG. BULOH HOSPITAL Toll,SUNGKAI Toll,11.4,20.8,27.7,5.66,8.53
SG. BULOH HOSPITAL Toll,BIDOR Toll,12.96,23.7,31.5,6.48,9.68
SG. BULOH HOSPITAL Toll,PEDAS LINGGI Toll,13.04,24,31.9,6.56,9.76
SG. BULOH HOSPITAL Toll,TAPAH Toll,14.43,26.4,35.2,7.22,10.82
SG. BULOH HOSPITAL Toll,Simpang Ampat Toll,15.66,28.6,38.1,7.87,11.73
SG. BULOH HOSPITAL Toll,GOPENG Toll,17.79,32.5,43.4,8.86,13.37
SG. BULOH HOSPITAL Toll,Ayer Keroh Toll,18.04,33,44,9.02,13.53
SG. BULOH HOSPITAL Toll,SIMPANG PULAI Toll,18.86,34.5,46,9.43,14.1
SG. BULOH HOSPITAL Toll,Jasin Toll,19.84,36.3,48.3,9.92,14.84
SG. BULOH HOSPITAL Toll,Ipoh Selatan Toll,20.17,36.9,49.2,10.09,15.17
SG. BULOH HOSPITAL Toll,Tangkak Toll,20.99,38.4,51.2,10.5,15.74
SG. BULOH HOSPITAL Toll,Bukit Gambir Toll,22.3,40.9,54.4,11.23,16.73
SG. BULOH HOSPITAL Toll,KUALA KANGSAR Toll,23.04,42.2,56.2,11.56,17.3
SG. BULOH HOSPITAL Toll,Pagoh Toll,24.11,44.1,58.8,12.14,18.04
SG. BULOH HOSPITAL Toll,CANGKAT JERING Toll,25.42,46.5,62,12.71,19.11
SG. BULOH HOSPITAL Toll,TAIPING UTARA Toll,27.22,49.7,66.3,13.61,20.42
SG. BULOH HOSPITAL Toll,BUKIT MERAH Toll,28.45,52,69.3,14.19,21.32
SG. BULOH HOSPITAL Toll,Yong Peng Utara Toll,28.86,52.8,70.3,14.43,21.65
SG. BULOH HOSPITAL Toll,ALOR PONGSU Toll,29.85,54.6,72.9,14.92,22.39
SG. BULOH HOSPITAL Toll,BANDAR BAHARU Toll,30.34,55.6,74.1,15.17,22.8
SG. BULOH HOSPITAL Toll,Ayer Hitam Toll,31,56.8,75.6,15.58,23.29
SG. BULOH HOSPITAL Toll,Machap Toll,31.9,58.3,77.7,15.99,23.86
SG. BULOH HOSPITAL Toll,JAWI Toll,31.9,58.3,77.7,15.91,23.94
SG. BULOH HOSPITAL Toll,BKT. TAMBUN UTARA Toll,33.21,60.8,81,16.65,24.93
SG. BULOH HOSPITAL Toll,Spg. Renggam Toll,33.46,61.2,81.5,16.73,25.01
SG. BULOH HOSPITAL Toll,JURU Toll,33.95,62.1,82.8,16.97,25.5
SG. BULOH HOSPITAL Toll,Sedenak Toll,35.51,64.9,86.5,17.79,26.57
SG. BULOH HOSPITAL Toll,BERTAM Toll,35.26,64.4,85.9,17.7,27.1
SG. BULOH HOSPITAL Toll,KULAI Toll,36.98,67.7,90.2,18.53,27.72
SG. BULOH HOSPITAL Toll,SG. PETANI SELATAN Toll,36.9,67.4,89.8,18.52,27.79
SG. BULOH HOSPITAL Toll,SG. PETANI UTARA Toll,37.64,68.7,91.6,18.85,28.28
SG. BULOH HOSPITAL Toll,Senai Utara Toll,37.97,69.5,92.6,19.02,28.45
SG. BULOH HOSPITAL Toll,Skudai Toll,38.29,70.1,93.5,19.19,28.7
SG. BULOH HOSPITAL Toll,GURUN Toll,39.44,72.1,96.1,19.84,29.68
SG. BULOH HOSPITAL Toll,PENDANG Toll,41.65,76.1,101.4,20.9,31.32
SG. BULOH HOSPITAL Toll,Alor Setar Selatan Toll,43.29,79.1,105.4,21.72,33
SG. BULOH HOSPITAL Toll,Alor Setar Utara Toll,43.95,80.2,106.9,22.05,33.04
SG. BULOH HOSPITAL Toll,Hutan Kampung Toll,44.61,81.5,108.6,22.38,33.8
SG. BULOH HOSPITAL Toll,BANDAR CASSIA Toll,39.14,91.3,151.2,25.2,51.3
SG. BULOH Toll,SG. BULOH HOSPITAL Toll,0.57,1,1.4,0.25,0.41
SG. BULOH Toll,KOTA DAMANSARA Toll,0.98,1.8,2.4,0.49,0.74
SG. BULOH Toll,RAWANG SELATAN Toll,1.07,1.9,2.6,0.49,0.82
SG. BULOH Toll,DAMANSARA Toll,1.39,2.5,3.4,0.66,1.07
SG. BULOH Toll,Jalan Duta Toll,1.56,2.9,3.8,0.82,1.15
SG. BULOH Toll,SUBANG Toll,1.64,3,3.9,0.82,1.23
SG. BULOH Toll,RAWANG Toll,1.64,3.1,4.1,0.82,1.23
SG. BULOH Toll,Shah Alam Toll,2.13,4,5.3,1.07,1.64
SG. BULOH Toll,SUNGAI BUAYA Toll,2.71,4.9,6.5,1.31,1.97
SG. BULOH Toll,Seafield Toll,2.79,5.2,6.8,1.48,2.05
SG. BULOH Toll,Setia Alam Toll,3.03,5.6,7.5,1.56,2.3
SG. BULOH Toll,USJ Toll,3.2,5.9,7.8,1.64,2.38
SG. BULOH Toll,Bukit Raja Toll,3.28,6,8,1.64,2.46
SG. BULOH Toll,BUKIT BERUNTUNG Toll,3.36,6.1,8.2,1.64,2.54
SG. BULOH Toll,PUTRA HEIGHTS Toll,3.69,6.9,9.1,1.89,2.79
SG. BULOH Toll,Bandar Saujana Putra Toll,4.02,7.4,9.8,2.05,3.03
SG. BULOH Toll,BUKIT TAGAR Toll,4.26,7.9,10.5,2.13,3.2
SG. BULOH Toll,BANDAR GAMUDA COVE Toll,5.17,9.4,12.6,2.54,3.85
SG. BULOH Toll,LEMBAH BERINGIN Toll,5.41,9.9,13.2,2.71,4.02
SG. BULOH Toll,Putra Jaya Toll,5.58,10.3,13.6,2.87,4.18
SG. BULOH Toll,BANDAR SERENIA Toll,6.4,11.7,15.5,3.2,4.76
SG. BULOH Toll,Tg. Malim Toll,6.48,11.8,15.8,3.2,4.84
SG. BULOH Toll,KLIA Toll,6.89,12.4,16.3,3.61,5.25
SG. BULOH Toll,BEHRANG Toll,7.79,14.2,18.9,3.85,5.82
SG. BULOH Toll,Nilai Toll,8.04,14.8,19.6,4.1,5.99
SG. BULOH Toll,Putera Mahkota Toll,8.12,14.9,19.8,4.1,6.07
SG. BULOH Toll,SOUTHVILLE CITY Toll,8.53,15.6,20.9,4.26,6.4
SG. BULOH Toll,BANGI Toll,8.94,16.4,21.8,4.51,6.72
SG. BULOH Toll,SLIM RIVER Toll,9.51,17.3,23.1,4.76,7.13
SG. BULOH Toll,KAJANG Toll,9.59,17.6,23.4,4.84,7.22
SG. BULOH Toll,Bandar Ainsdale Toll,9.76,17.9,23.9,4.92,7.3
SG. BULOH Toll,UPM Toll,9.84,18,24,4.92,7.38
SG. BULOH Toll,SEREMBAN Toll,10.09,18.6,24.7,5.08,7.54
SG. BULOH Toll,Sg. Besi Toll,10.33,19,25.2,5.25,7.71
SG. BULOH Toll,Port Dickson Toll,10.5,19.3,25.6,5.33,7.87
SG. BULOH Toll,Senawang Toll,10.99,20.1,26.7,5.49,8.2
SG. BULOH Toll,SUNGKAI Toll,11.56,21.2,28.3,5.82,8.69
SG. BULOH Toll,PEDAS LINGGI Toll,12.79,23.4,31.2,6.48,9.59
SG. BULOH Toll,BIDOR Toll,13.12,24.1,32.1,6.56,9.84
SG. BULOH Toll,TAPAH Toll,14.68,26.8,35.8,7.3,10.99
SG. BULOH Toll,Simpang Ampat Toll,15.33,28.1,37.4,7.71,11.48
SG. BULOH Toll,Ayer Keroh Toll,17.79,32.5,43.3,8.94,13.28
SG. BULOH Toll,GOPENG Toll,18.04,32.9,43.9,9.02,13.53
SG. BULOH Toll,SIMPANG PULAI Toll,19.11,34.9,46.5,9.51,14.27
SG. BULOH Toll,Jasin Toll,19.52,35.8,47.6,9.84,14.6
SG. BULOH Toll,Ipoh Selatan Toll,20.42,37.3,49.8,10.17,15.33
SG. BULOH Toll,Tangkak Toll,20.66,37.8,50.4,10.33,15.5
SG. BULOH Toll,Bukit Gambir Toll,22.06,40.4,53.8,11.07,16.48
SG. BULOH Toll,KUALA KANGSAR Toll,23.29,42.6,56.8,11.64,17.47
SG. BULOH Toll,Pagoh Toll,23.78,43.5,58,11.89,17.79
SG. BULOH Toll,CANGKAT JERING Toll,25.67,46.9,62.6,12.79,19.27
SG. BULOH Toll,TAIPING UTARA Toll,27.47,50.1,66.9,13.69,20.58
SG. BULOH Toll,Yong Peng Utara Toll,28.54,52.3,69.7,14.35,21.4
SG. BULOH Toll,BUKIT MERAH Toll,28.7,52.4,69.9,14.27,21.48
SG. BULOH Toll,ALOR PONGSU Toll,30.09,55.1,73.4,15.09,22.55
SG. BULOH Toll,BANDAR BAHARU Toll,30.59,56,74.7,15.25,22.96
SG. BULOH Toll,Ayer Hitam Toll,30.75,56.3,75,15.42,23.04
SG. BULOH Toll,Machap Toll,31.57,57.8,77,15.83,23.7
SG. BULOH Toll,JAWI Toll,32.14,58.7,78.3,15.99,24.11
SG. BULOH Toll,Spg. Renggam Toll,33.13,60.7,80.8,16.65,24.85
SG. BULOH Toll,BKT. TAMBUN UTARA Toll,33.46,61.2,81.6,16.73,25.09
SG. BULOH Toll,JURU Toll,34.19,62.5,83.4,17.06,25.67
SG. BULOH Toll,Sedenak Toll,35.18,64.4,85.8,17.63,26.4
SG. BULOH Toll,BERTAM Toll,35.5,64.8,86.5,17.79,27.27
SG. BULOH Toll,KULAI Toll,36.74,67.2,89.5,18.37,27.55
SG. BULOH Toll,SG. PETANI SELATAN Toll,37.14,67.8,90.4,18.61,27.96
SG. BULOH Toll,Senai Utara Toll,37.64,68.9,91.8,18.86,28.21
SG. BULOH Toll,SG. PETANI UTARA Toll,37.88,69.1,92.2,18.94,28.45
SG. BULOH Toll,Skudai Toll,38.05,69.6,92.8,19.11,28.54
SG. BULOH Toll,GURUN Toll,39.68,72.5,96.7,19.93,29.85
SG. BULOH Toll,PENDANG Toll,41.89,76.5,102,20.99,31.49
SG. BULOH Toll,Alor Setar Selatan Toll,43.53,79.5,106,21.81,33.17
SG. BULOH Toll,Alor Setar Utara Toll,44.19,80.6,107.5,22.14,33.21
SG. BULOH Toll,Hutan Kampung Toll,44.85,81.9,109.2,22.47,33.97
SG. BULOH Toll,BANDAR CASSIA Toll,39.39,91.7,151.8,25.28,51.46
SG. DUA Toll,BKT. TAMBUN SELATAN Toll,0.9,1.6,2.2,0.41,0.66
SG. DUA Toll,BERTAM Toll,1.31,2.3,3.1,0.73,1.6
SG. DUA Toll,JAWI Toll,2.3,4.2,5.6,1.15,1.72
SG. DUA Toll,SG. PETANI SELATAN Toll,2.95,5.3,7,1.55,2.29
SG. DUA Toll,BANDAR BAHARU Toll,3.61,6.6,8.8,1.8,2.71
SG. DUA Toll,SG. PETANI UTARA Toll,3.69,6.6,8.8,1.88,2.78
SG. DUA Toll,ALOR PONGSU Toll,4.18,7.6,10.2,2.13,3.12
SG. DUA Toll,GURUN Toll,5.49,10,13.3,2.87,4.18
SG. DUA Toll,BUKIT MERAH Toll,5.66,10.4,13.9,2.87,4.26
SG. DUA Toll,TAIPING UTARA Toll,6.97,12.7,17,3.53,5.25
SG. DUA Toll,PENDANG Toll,7.7,14,18.6,3.93,5.82
SG. DUA Toll,CANGKAT JERING Toll,8.61,15.7,20.9,4.26,6.48
SG. DUA Toll,Alor Setar Selatan Toll,9.34,17,22.6,4.75,7.5
SG. DUA Toll,Alor Setar Utara Toll,10,18.1,24.1,5.08,7.54
SG. DUA Toll,KUALA KANGSAR Toll,11.07,20.2,26.9,5.49,8.28
SG. DUA Toll,Hutan Kampung Toll,10.66,19.4,25.8,5.41,8.3
SG. DUA Toll,IPOH UTARA Toll,13.78,25.2,33.6,6.89,10.33
SG. DUA Toll,SIMPANG PULAI Toll,15.25,27.9,37.1,7.63,11.4
SG. DUA Toll,GOPENG Toll,16.32,29.9,39.9,8.2,12.22
SG. DUA Toll,TAPAH Toll,19.68,36,48,9.84,14.76
SG. DUA Toll,BIDOR Toll,21.16,38.8,51.7,10.58,15.91
SG. DUA Toll,SUNGKAI Toll,22.71,41.5,55.4,11.32,17.06
SG. DUA Toll,SLIM RIVER Toll,24.85,45.4,60.5,12.38,18.61
SG. DUA Toll,BEHRANG Toll,26.49,48.4,64.6,13.28,19.84
SG. DUA Toll,Tg. Malim Toll,28.13,51.4,68.5,14.02,21.07
SG. DUA Toll,LEMBAH BERINGIN Toll,29.11,53.2,71,14.6,21.81
SG. DUA Toll,BUKIT TAGAR Toll,30.09,55.1,73.4,15.09,22.55
SG. DUA Toll,BUKIT BERUNTUNG Toll,31.08,56.8,75.7,15.5,23.29
SG. DUA Toll,SUNGAI BUAYA Toll,31.82,58.2,77.6,15.91,23.86
SG. DUA Toll,RAWANG Toll,32.8,60,80,16.4,24.6
SG. DUA Toll,RAWANG SELATAN Toll,33.29,60.9,81.2,16.65,25.01
SG. DUA Toll,SG. BULOH HOSPITAL Toll,33.95,62.1,82.8,16.97,25.5
SG. DUA Toll,SG. BULOH Toll,34.19,62.5,83.4,17.06,25.67
SG. DUA Toll,KOTA DAMANSARA Toll,34.85,63.7,85,17.47,26.16
SG. DUA Toll,DAMANSARA Toll,35.26,64.6,86.1,17.63,26.49
SG. DUA Toll,Jalan Duta Toll,35.51,64.9,86.5,17.71,26.57
SG. DUA Toll,SUBANG Toll,35.51,64.9,86.5,17.71,26.57
SG. DUA Toll,Shah Alam Toll,36,65.9,87.8,18.04,27.06
SG. DUA Toll,Seafield Toll,36.74,67.2,89.5,18.37,27.47
SG. DUA Toll,BANDAR CASSIA Toll,7.49,33.4,74,9.37,27.52
SG. DUA Toll,Setia Alam Toll,36.98,67.6,90.2,18.45,27.72
SG. DUA Toll,USJ Toll,37.15,67.9,90.5,18.53,27.8
SG. DUA Toll,Bukit Raja Toll,37.15,67.9,90.6,18.53,27.88
SG. DUA Toll,PUTRA HEIGHTS Toll,37.64,68.9,91.8,18.78,28.21
SG. DUA Toll,Bandar Saujana Putra Toll,37.97,69.4,92.5,18.94,28.45
SG. DUA Toll,BANDAR GAMUDA COVE Toll,39.03,71.4,95.2,19.52,29.27
SG. DUA Toll,Putra Jaya Toll,39.52,72.3,96.3,19.76,29.6
SG. DUA Toll,BANDAR SERENIA Toll,40.26,73.6,98.2,20.17,30.18
SG. DUA Toll,KLIA Toll,40.75,74.3,98.8,20.58,30.59
SG. DUA Toll,Nilai Toll,41.98,76.8,102.3,20.99,31.49
SG. DUA Toll,Putera Mahkota Toll,41.98,76.9,102.5,21.07,31.49
SG. DUA Toll,SOUTHVILLE CITY Toll,42.48,77.6,103.5,21.24,31.82
SG. DUA Toll,BANGI Toll,42.8,78.3,104.4,21.4,32.06
SG. DUA Toll,KAJANG Toll,43.46,79.5,106,21.81,32.55
SG. DUA Toll,Bandar Ainsdale Toll,43.62,79.8,106.4,21.89,32.72
SG. DUA Toll,UPM Toll,43.71,79.9,106.5,21.89,32.72
SG. DUA Toll,SEREMBAN Toll,43.95,80.5,107.2,22.06,32.96
SG. DUA Toll,Sg. Besi Toll,44.2,80.9,107.8,22.14,33.13
SG. DUA Toll,Port Dickson Toll,44.44,81.3,108.3,22.22,33.29
SG. DUA Toll,Senawang Toll,44.85,82.1,109.4,22.47,33.62
SG. DUA Toll,PEDAS LINGGI Toll,46.66,85.3,113.7,23.37,34.93
SG. DUA Toll,Simpang Ampat Toll,49.2,90,120,24.68,36.9
SG. DUA Toll,Ayer Keroh Toll,51.58,94.4,125.8,25.83,38.7
SG. DUA Toll,Jasin Toll,53.38,97.7,130.2,26.73,40.02
SG. DUA Toll,Tangkak Toll,54.53,99.8,133,27.31,40.92
SG. DUA Toll,Bukit Gambir Toll,55.92,102.3,136.3,27.96,41.9
SG. DUA Toll,Pagoh Toll,57.65,105.5,140.7,28.86,43.21
SG. DUA Toll,Yong Peng Utara Toll,62.4,114.2,152.2,31.24,46.82
SG. DUA Toll,Ayer Hitam Toll,64.62,118.2,157.5,32.31,48.46
SG. DUA Toll,Machap Toll,65.44,119.7,159.6,32.72,49.04
SG. DUA Toll,Spg. Renggam Toll,66.99,122.6,163.4,33.54,50.27
SG. DUA Toll,Sedenak Toll,69.04,126.3,168.4,34.6,51.74
SG. DUA Toll,KULAI Toll,70.6,129.1,172.1,35.34,52.89
SG. DUA Toll,Senai Utara Toll,71.59,130.9,174.5,35.83,53.63
SG. DUA Toll,Skudai Toll,71.91,131.5,175.3,36,53.87
SG. PETANI SELATAN Toll,SG. PETANI UTARA Toll,1.31,2.3,3.1,0.65,0.98
SG. PETANI SELATAN Toll,BERTAM Toll,1.8,3.4,4.5,0.9,1.39
SG. PETANI SELATAN Toll,Ipoh Selatan Toll,2.95,5.3,7,1.55,2.29
SG. PETANI SELATAN Toll,SG. DUA Toll,2.95,5.3,7,1.55,2.29
SG. PETANI SELATAN Toll,GURUN Toll,3.11,5.7,7.6,1.55,2.37
SG. PETANI SELATAN Toll,BKT. TAMBUN SELATAN Toll,3.85,6.9,9.2,1.96,2.95
SG. PETANI SELATAN Toll,PENDANG Toll,5.33,9.7,12.9,2.62,3.93
SG. PETANI SELATAN Toll,JAWI Toll,5.25,9.5,12.6,2.7,4.01
SG. PETANI SELATAN Toll,BANDAR BAHARU Toll,6.56,11.9,15.8,3.35,5
SG. PETANI SELATAN Toll,Alor Setar Selatan Toll,6.97,12.8,17,3.52,5.24
SG. PETANI SELATAN Toll,ALOR PONGSU Toll,7.13,12.9,17.2,3.68,5.41
SG. PETANI SELATAN Toll,Alor Setar Utara Toll,7.62,13.9,18.5,3.77,5.65
SG. PETANI SELATAN Toll,Hutan Kampung Toll,8.28,15.1,20.1,4.1,6.15
SG. PETANI SELATAN Toll,BUKIT MERAH Toll,8.61,15.7,20.9,4.42,6.55
SG. PETANI SELATAN Toll,TAIPING UTARA Toll,9.92,18,24,5.08,7.54
SG. PETANI SELATAN Toll,CANGKAT JERING Toll,11.56,21,27.9,5.81,8.77
SG. PETANI SELATAN Toll,KUALA KANGSAR Toll,14.02,25.5,33.9,7.04,10.57
SG. PETANI SELATAN Toll,IPOH UTARA Toll,16.73,30.5,40.6,8.44,12.62
SG. PETANI SELATAN Toll,SIMPANG PULAI Toll,18.2,33.2,44.1,9.18,13.69
SG. PETANI SELATAN Toll,GOPENG Toll,19.27,35.2,46.9,9.75,14.51
SG. PETANI SELATAN Toll,TAPAH Toll,22.63,41.3,55,11.39,17.05
SG. PETANI SELATAN Toll,BIDOR Toll,24.11,44.1,58.7,12.13,18.2
SG. PETANI SELATAN Toll,SUNGKAI Toll,25.66,46.8,62.4,12.87,19.35
SG. PETANI SELATAN Toll,SLIM RIVER Toll,27.8,50.7,67.5,13.93,20.9
SG. PETANI SELATAN Toll,BEHRANG Toll,29.44,53.7,71.6,14.83,22.13
SG. PETANI SELATAN Toll,Tg. Malim Toll,31.08,56.7,75.5,15.57,23.36
SG. PETANI SELATAN Toll,LEMBAH BERINGIN Toll,32.06,58.5,78,16.15,24.1
SG. PETANI SELATAN Toll,BUKIT TAGAR Toll,33.04,60.4,80.4,16.64,24.84
SG. PETANI SELATAN Toll,BUKIT BERUNTUNG Toll,34.03,62.1,82.7,17.05,25.58
SG. PETANI SELATAN Toll,SUNGAI BUAYA Toll,34.77,63.5,84.6,17.46,26.15
SG. PETANI SELATAN Toll,RAWANG Toll,35.75,65.3,87,17.95,26.89
SG. PETANI SELATAN Toll,RAWANG SELATAN Toll,36.24,66.2,88.2,18.2,27.3
SG. PETANI SELATAN Toll,SG. BULOH HOSPITAL Toll,36.9,67.4,89.8,18.52,27.79
SG. PETANI SELATAN Toll,SG. BULOH Toll,37.14,67.8,90.4,18.61,27.96
SG. PETANI SELATAN Toll,KOTA DAMANSARA Toll,37.8,69,92,19.02,28.45
SG. PETANI SELATAN Toll,DAMANSARA Toll,38.21,69.9,93.1,19.18,28.78
SG. PETANI SELATAN Toll,Jalan Duta Toll,38.46,70.2,93.5,19.26,28.86
SG. PETANI SELATAN Toll,SUBANG Toll,38.46,70.2,93.5,19.26,28.86
SG. PETANI SELATAN Toll,Shah Alam Toll,38.95,71.2,94.8,19.59,29.35
SG. PETANI SELATAN Toll,Seafield Toll,39.69,72.5,96.5,19.92,29.76
SG. PETANI SELATAN Toll,BANDAR CASSIA Toll,10.44,38.7,81,10.92,29.81
SG. PETANI SELATAN Toll,Setia Alam Toll,39.93,72.9,97.2,20,30.01
SG. PETANI SELATAN Toll,USJ Toll,40.1,73.2,97.5,20.08,30.09
SG. PETANI SELATAN Toll,Bukit Raja Toll,40.1,73.2,97.6,20.08,30.17
SG. PETANI SELATAN Toll,PUTRA HEIGHTS Toll,40.59,74.2,98.8,20.33,30.5
SG. PETANI SELATAN Toll,Bandar Saujana Putra Toll,40.92,74.7,99.5,20.49,30.74
SG. PETANI SELATAN Toll,BANDAR GAMUDA COVE Toll,41.98,76.7,102.2,21.07,31.56
SG. PETANI SELATAN Toll,Putra Jaya Toll,42.47,77.6,103.3,21.31,31.89
SG. PETANI SELATAN Toll,BANDAR SERENIA Toll,43.21,78.9,105.2,21.72,32.47
SG. PETANI SELATAN Toll,KLIA Toll,43.7,79.6,105.8,22.13,32.88
SG. PETANI SELATAN Toll,Nilai Toll,44.93,82.1,109.3,22.54,33.78
SG. PETANI SELATAN Toll,Putera Mahkota Toll,44.93,82.2,109.5,22.62,33.78
SG. PETANI SELATAN Toll,SOUTHVILLE CITY Toll,45.43,82.9,110.5,22.79,34.11
SG. PETANI SELATAN Toll,BANGI Toll,45.75,83.6,111.4,22.95,34.35
SG. PETANI SELATAN Toll,KAJANG Toll,46.41,84.8,113,23.36,34.84
SG. PETANI SELATAN Toll,Bandar Ainsdale Toll,46.57,85.1,113.4,23.44,35.01
SG. PETANI SELATAN Toll,UPM Toll,46.66,85.2,113.5,23.44,35.01
SG. PETANI SELATAN Toll,SEREMBAN Toll,46.9,85.8,114.2,23.61,35.25
SG. PETANI SELATAN Toll,Sg. Besi Toll,47.15,86.2,114.8,23.69,35.42
SG. PETANI SELATAN Toll,Port Dickson Toll,47.39,86.6,115.3,23.77,35.58
SG. PETANI SELATAN Toll,Senawang Toll,47.8,87.4,116.4,24.02,35.91
SG. PETANI SELATAN Toll,PEDAS LINGGI Toll,49.61,90.6,120.7,24.92,37.22
SG. PETANI SELATAN Toll,Simpang Ampat Toll,52.15,95.3,127,26.23,39.19
SG. PETANI SELATAN Toll,Ayer Keroh Toll,54.53,99.7,132.8,27.38,40.99
SG. PETANI SELATAN Toll,Jasin Toll,56.33,103,137.2,28.28,42.31
SG. PETANI SELATAN Toll,Tangkak Toll,57.48,105.1,140,28.86,43.21
SG. PETANI SELATAN Toll,Bukit Gambir Toll,58.87,107.6,143.3,29.51,44.19
SG. PETANI SELATAN Toll,Pagoh Toll,60.6,110.8,147.7,30.41,45.5
SG. PETANI SELATAN Toll,Yong Peng Utara Toll,65.35,119.5,159.2,32.79,49.11
SG. PETANI SELATAN Toll,Ayer Hitam Toll,67.57,123.5,164.5,33.86,50.75
SG. PETANI SELATAN Toll,Machap Toll,68.39,125,166.6,34.27,51.33
SG. PETANI SELATAN Toll,Spg. Renggam Toll,69.94,127.9,170.4,35.09,52.56
SG. PETANI SELATAN Toll,Sedenak Toll,71.99,131.6,175.4,36.15,54.03
SG. PETANI SELATAN Toll,KULAI Toll,73.55,134.4,179.1,36.89,55.18
SG. PETANI SELATAN Toll,Senai Utara Toll,74.54,136.2,181.5,37.38,55.92
SG. PETANI SELATAN Toll,Skudai Toll,74.86,136.8,182.3,37.55,56.16
SG. PETANI UTARA Toll,SG. PETANI SELATAN Toll,1.31,2.3,3.1,0.65,0.98
SG. PETANI UTARA Toll,GURUN Toll,2.13,3.9,5.2,1.06,1.55
SG. PETANI UTARA Toll,BERTAM Toll,2.54,4.7,6.3,1.31,1.88
SG. PETANI UTARA Toll,Ipoh Selatan Toll,3.69,6.6,8.8,1.88,2.78
